ea_type,timestamp,session,symbol,source_file,action,trade_type,strategy,score,atr,price,sl,tp,reason,result,trade_id,profit,risk,r_multiple,raw
M5,2026.03.06 01:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,10.51,5121.23,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NP	0	20:41:06.463	Core 1	2026.03.06 01:50:00   [GoldEA] [RANGE] BUY check: price=5121.23 atr=10.51 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 01:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),100.0,10.51,5121.23,,,MOMENTUM_REJECT,SKIPPED,,,,,HK	0	20:41:06.463	Core 1	2026.03.06 01:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5121.23 atr=10.51 score=100 reason=MOMENTUM_REJECT
M5,2026.03.06 01:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,11.34,5139.98,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FG	0	20:41:06.463	Core 1	2026.03.06 01:55:00   [GoldEA] [RANGE] BUY check: price=5139.98 atr=11.34 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 01:55:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),100.0,11.34,5139.98,,,MOMENTUM_REJECT,SKIPPED,,,,,DI	0	20:41:06.463	Core 1	2026.03.06 01:55:00   [GoldEA] [RANGE(CT)] SELL check: price=5139.98 atr=11.34 score=100 reason=MOMENTUM_REJECT
M5,2026.03.06 02:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,11.44,5134.91,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LJ	0	20:41:06.463	Core 1	2026.03.06 02:00:00   [GoldEA] [RANGE] BUY check: price=5134.91 atr=11.44 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),100.0,11.44,5134.91,,,SETUP_VALID,PENDING,,,,,DG	0	20:41:06.463	Core 1	2026.03.06 02:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5134.91 atr=11.44 score=100 reason=SETUP_VALID
M5,2026.03.06 02:00:00,Asian,,20260325.log,TRADE_EXECUTED,SELL,RANGE(CT),100.0,11.44,5134.73,5150.05,5088.8,SETUP_VALID,EXECUTED,55,,15.320000000000618,,CQ	0	20:41:06.463	Core 1	2026.03.06 02:00:00   [GoldEA] SELL executed: tradeId=55 lot=0.01 entry=5134.73 sl=5150.05 tp=5088.80
M5,2026.03.06 02:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,11.17,5131.17,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NR	0	20:41:06.463	Core 1	2026.03.06 02:05:00   [GoldEA] [RANGE] BUY check: price=5131.17 atr=11.17 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:05:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,11.17,5131.17,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,IL	0	20:41:06.463	Core 1	2026.03.06 02:05:00   [GoldEA] [RANGE(CT)] SELL check: price=5131.17 atr=11.17 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:10:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,11.12,5130.09,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,IP	0	20:41:06.463	Core 1	2026.03.06 02:10:00   [GoldEA] [RANGE] BUY check: price=5130.09 atr=11.12 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:10:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,11.12,5130.09,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,JI	0	20:41:06.463	Core 1	2026.03.06 02:10:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.09 atr=11.12 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:15:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,10.46,5130.47,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DD	0	20:41:06.463	Core 1	2026.03.06 02:15:00   [GoldEA] [RANGE] BUY check: price=5130.47 atr=10.46 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:15:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,10.46,5130.47,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CJ	0	20:41:06.463	Core 1	2026.03.06 02:15:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.47 atr=10.46 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:20:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,10.42,5129.56,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FK	0	20:41:06.463	Core 1	2026.03.06 02:20:00   [GoldEA] [RANGE] BUY check: price=5129.56 atr=10.42 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:20:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,10.42,5129.56,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,JE	0	20:41:06.463	Core 1	2026.03.06 02:20:00   [GoldEA] [RANGE(CT)] SELL check: price=5129.56 atr=10.42 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:25:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,9.82,5129.64,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LL	0	20:41:06.463	Core 1	2026.03.06 02:25:00   [GoldEA] [RANGE] BUY check: price=5129.64 atr=9.82 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:25:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,9.82,5129.64,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FS	0	20:41:06.463	Core 1	2026.03.06 02:25:00   [GoldEA] [RANGE(CT)] SELL check: price=5129.64 atr=9.82 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:30:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,9.45,5128.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,IQ	0	20:41:06.463	Core 1	2026.03.06 02:30:00   [GoldEA] [RANGE] BUY check: price=5128.89 atr=9.45 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:30:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,9.45,5128.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OL	0	20:41:06.463	Core 1	2026.03.06 02:30:00   [GoldEA] [RANGE(CT)] SELL check: price=5128.89 atr=9.45 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:35:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,9.19,5127.3,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DR	0	20:41:06.463	Core 1	2026.03.06 02:35:00   [GoldEA] [RANGE] BUY check: price=5127.30 atr=9.19 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:35:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,9.19,5127.3,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FI	0	20:41:06.463	Core 1	2026.03.06 02:35:00   [GoldEA] [RANGE(CT)] SELL check: price=5127.30 atr=9.19 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:40:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,8.96,5127.97,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MG	0	20:41:06.463	Core 1	2026.03.06 02:40:00   [GoldEA] [RANGE] BUY check: price=5127.97 atr=8.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:40:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,8.96,5127.97,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KJ	0	20:41:06.463	Core 1	2026.03.06 02:40:00   [GoldEA] [RANGE(CT)] SELL check: price=5127.97 atr=8.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:45:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,8.39,5124.54,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KH	0	20:41:06.463	Core 1	2026.03.06 02:45:00   [GoldEA] [RANGE] BUY check: price=5124.54 atr=8.39 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:45:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,8.39,5124.54,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,EG	0	20:41:06.463	Core 1	2026.03.06 02:45:00   [GoldEA] [RANGE(CT)] SELL check: price=5124.54 atr=8.39 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,7.96,5124.51,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DM	0	20:41:06.463	Core 1	2026.03.06 02:50:00   [GoldEA] [RANGE] BUY check: price=5124.51 atr=7.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,7.96,5124.51,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NP	0	20:41:06.463	Core 1	2026.03.06 02:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5124.51 atr=7.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,7.53,5125.03,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,PN	0	20:41:06.463	Core 1	2026.03.06 02:55:00   [GoldEA] [RANGE] BUY check: price=5125.03 atr=7.53 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 02:55:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,7.53,5125.03,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RL	0	20:41:06.463	Core 1	2026.03.06 02:55:00   [GoldEA] [RANGE(CT)] SELL check: price=5125.03 atr=7.53 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,7.54,5126.33,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LS	0	20:41:06.463	Core 1	2026.03.06 03:00:00   [GoldEA] [RANGE] BUY check: price=5126.33 atr=7.54 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,7.54,5126.33,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NI	0	20:41:06.463	Core 1	2026.03.06 03:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5126.33 atr=7.54 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,6.52,5129.79,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,GG	0	20:41:06.463	Core 1	2026.03.06 03:05:00   [GoldEA] [RANGE] BUY check: price=5129.79 atr=6.52 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:05:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,6.52,5129.79,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QJ	0	20:41:06.463	Core 1	2026.03.06 03:05:00   [GoldEA] [RANGE(CT)] SELL check: price=5129.79 atr=6.52 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:10:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,6.27,5131.04,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FH	0	20:41:06.463	Core 1	2026.03.06 03:10:00   [GoldEA] [RANGE] BUY check: price=5131.04 atr=6.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:10:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,6.27,5131.04,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LG	0	20:41:06.463	Core 1	2026.03.06 03:10:00   [GoldEA] [RANGE(CT)] SELL check: price=5131.04 atr=6.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:15:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.95,5132.93,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,JM	0	20:41:06.463	Core 1	2026.03.06 03:15:00   [GoldEA] [RANGE] BUY check: price=5132.93 atr=5.95 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:15:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,5.95,5132.93,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CS	0	20:41:06.463	Core 1	2026.03.06 03:15:00   [GoldEA] [RANGE(CT)] SELL check: price=5132.93 atr=5.95 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:20:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,6.05,5138.68,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LN	0	20:41:06.463	Core 1	2026.03.06 03:20:00   [GoldEA] [RANGE] BUY check: price=5138.68 atr=6.05 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:20:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),100.0,6.05,5138.68,,,MIN_ATR_REJECT,SKIPPED,,,,,FQ	0	20:41:06.463	Core 1	2026.03.06 03:20:00   [GoldEA] [RANGE(CT)] SELL check: price=5138.68 atr=6.05 score=100 reason=MIN_ATR_REJECT
M5,2026.03.06 03:25:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.82,5140.62,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DP	0	20:41:06.463	Core 1	2026.03.06 03:25:00   [GoldEA] [RANGE] BUY check: price=5140.62 atr=5.82 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:25:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),100.0,5.82,5140.62,,,MIN_ATR_REJECT,SKIPPED,,,,,FR	0	20:41:06.463	Core 1	2026.03.06 03:25:00   [GoldEA] [RANGE(CT)] SELL check: price=5140.62 atr=5.82 score=100 reason=MIN_ATR_REJECT
M5,2026.03.06 03:30:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.84,5136.84,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,IE	0	20:41:06.463	Core 1	2026.03.06 03:30:00   [GoldEA] [RANGE] BUY check: price=5136.84 atr=5.84 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:30:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.84,5136.84,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OH	0	20:41:06.463	Core 1	2026.03.06 03:30:00   [GoldEA] [RANGE(CT)] SELL check: price=5136.84 atr=5.84 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:35:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.89,5132.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,HF	0	20:41:06.463	Core 1	2026.03.06 03:35:00   [GoldEA] [RANGE] BUY check: price=5132.89 atr=5.89 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:35:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.89,5132.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RE	0	20:41:06.463	Core 1	2026.03.06 03:35:00   [GoldEA] [RANGE(CT)] SELL check: price=5132.89 atr=5.89 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:40:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,6.0,5130.18,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LK	0	20:41:06.463	Core 1	2026.03.06 03:40:00   [GoldEA] [RANGE] BUY check: price=5130.18 atr=6.00 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:40:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,6.0,5130.18,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NF	0	20:41:06.463	Core 1	2026.03.06 03:40:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.18 atr=6.00 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:45:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.83,5132.41,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KL	0	20:41:06.463	Core 1	2026.03.06 03:45:00   [GoldEA] [RANGE] BUY check: price=5132.41 atr=5.83 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:45:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.83,5132.41,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MS	0	20:41:06.463	Core 1	2026.03.06 03:45:00   [GoldEA] [RANGE(CT)] SELL check: price=5132.41 atr=5.83 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.73,5133.8,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DQ	0	20:41:06.463	Core 1	2026.03.06 03:50:00   [GoldEA] [RANGE] BUY check: price=5133.80 atr=5.73 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.73,5133.8,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NL	0	20:41:06.463	Core 1	2026.03.06 03:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5133.80 atr=5.73 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.48,5131.58,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LR	0	20:41:06.463	Core 1	2026.03.06 03:55:00   [GoldEA] [RANGE] BUY check: price=5131.58 atr=5.48 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 03:55:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.48,5131.58,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FI	0	20:41:06.463	Core 1	2026.03.06 03:55:00   [GoldEA] [RANGE(CT)] SELL check: price=5131.58 atr=5.48 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.24,5131.32,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QG	0	20:41:06.463	Core 1	2026.03.06 04:00:00   [GoldEA] [RANGE] BUY check: price=5131.32 atr=5.24 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.24,5131.32,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OE	0	20:41:06.463	Core 1	2026.03.06 04:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5131.32 atr=5.24 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.1,5134.42,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OH	0	20:41:06.463	Core 1	2026.03.06 04:05:00   [GoldEA] [RANGE] BUY check: price=5134.42 atr=5.10 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:05:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.1,5134.42,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QF	0	20:41:06.463	Core 1	2026.03.06 04:05:00   [GoldEA] [RANGE(CT)] SELL check: price=5134.42 atr=5.10 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:10:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,5.14,5134.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,EL	0	20:41:06.463	Core 1	2026.03.06 04:10:00   [GoldEA] [RANGE] BUY check: price=5134.53 atr=5.14 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:10:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,5.14,5134.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KS	0	20:41:06.463	Core 1	2026.03.06 04:10:00   [GoldEA] [RANGE(CT)] SELL check: price=5134.53 atr=5.14 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:15:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,4.91,5135.38,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,HQ	0	20:41:06.463	Core 1	2026.03.06 04:15:00   [GoldEA] [RANGE] BUY check: price=5135.38 atr=4.91 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:15:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,4.91,5135.38,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RL	0	20:41:06.463	Core 1	2026.03.06 04:15:00   [GoldEA] [RANGE(CT)] SELL check: price=5135.38 atr=4.91 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:20:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,4.69,5133.54,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QR	0	20:41:06.463	Core 1	2026.03.06 04:20:00   [GoldEA] [RANGE] BUY check: price=5133.54 atr=4.69 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:20:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,4.69,5133.54,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OI	0	20:41:06.463	Core 1	2026.03.06 04:20:00   [GoldEA] [RANGE(CT)] SELL check: price=5133.54 atr=4.69 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:25:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,4.55,5130.86,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MG	0	20:41:06.463	Core 1	2026.03.06 04:25:00   [GoldEA] [RANGE] BUY check: price=5130.86 atr=4.55 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:25:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,4.55,5130.86,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KJ	0	20:41:06.463	Core 1	2026.03.06 04:25:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.86 atr=4.55 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:30:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,4.21,5129.78,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MH	0	20:41:06.463	Core 1	2026.03.06 04:30:00   [GoldEA] [RANGE] BUY check: price=5129.78 atr=4.21 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:30:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,4.21,5129.78,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CG	0	20:41:06.463	Core 1	2026.03.06 04:30:00   [GoldEA] [RANGE(CT)] SELL check: price=5129.78 atr=4.21 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:35:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,4.01,5130.08,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CM	0	20:41:06.463	Core 1	2026.03.06 04:35:00   [GoldEA] [RANGE] BUY check: price=5130.08 atr=4.01 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:35:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,4.01,5130.08,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MP	0	20:41:06.463	Core 1	2026.03.06 04:35:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.08 atr=4.01 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:40:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,3.73,5130.41,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NN	0	20:41:06.463	Core 1	2026.03.06 04:40:00   [GoldEA] [RANGE] BUY check: price=5130.41 atr=3.73 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:40:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,3.73,5130.41,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LL	0	20:41:06.463	Core 1	2026.03.06 04:40:00   [GoldEA] [RANGE(CT)] SELL check: price=5130.41 atr=3.73 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:45:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,3.56,5132.78,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FS	0	20:41:06.463	Core 1	2026.03.06 04:45:00   [GoldEA] [RANGE] BUY check: price=5132.78 atr=3.56 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:45:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,3.56,5132.78,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DI	0	20:41:06.463	Core 1	2026.03.06 04:45:00   [GoldEA] [RANGE(CT)] SELL check: price=5132.78 atr=3.56 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,3.3,5133.61,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CG	0	20:41:06.463	Core 1	2026.03.06 04:50:00   [GoldEA] [RANGE] BUY check: price=5133.61 atr=3.30 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,3.3,5133.61,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MJ	0	20:41:06.463	Core 1	2026.03.06 04:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5133.61 atr=3.30 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.06 04:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,3.22,5133.3,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CH	0	20:41:06.463	Core 1	2026.03.06 04:55:00   [GoldEA] [RANGE] BUY check: price=5133.30 atr=3.22 score=0 reason=RANGE_PENALTY_REJECTION
