ea_type,timestamp,session,symbol,source_file,action,trade_type,strategy,score,atr,price,sl,tp,reason,result,trade_id,profit,risk,r_multiple,raw
M5,2026.03.01 23:01:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,4.73,5319.57,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,CR	0	20:40:48.146	Core 1	2026.03.01 23:01:00   [GoldEA] [TREND] BUY check: price=5319.57 atr=4.73 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:01:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,4.73,5319.57,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,PM	0	20:40:48.146	Core 1	2026.03.01 23:01:00   [GoldEA] [TREND(CT)] SELL check: price=5319.57 atr=4.73 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:07:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,7.58,5332.97,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,LF	0	20:40:48.146	Core 1	2026.03.01 23:07:00   [GoldEA] [TREND] BUY check: price=5332.97 atr=7.58 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:07:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,7.58,5332.97,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,GI	0	20:40:48.146	Core 1	2026.03.01 23:07:00   [GoldEA] [TREND(CT)] SELL check: price=5332.97 atr=7.58 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:10:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,9.59,5351.52,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,OJ	0	20:40:48.146	Core 1	2026.03.01 23:10:00   [GoldEA] [TREND] BUY check: price=5351.52 atr=9.59 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:10:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,9.59,5351.52,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,DE	0	20:40:48.146	Core 1	2026.03.01 23:10:00   [GoldEA] [TREND(CT)] SELL check: price=5351.52 atr=9.59 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:15:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,10.3,5348.42,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,JM	0	20:40:48.146	Core 1	2026.03.01 23:15:00   [GoldEA] [TREND] BUY check: price=5348.42 atr=10.30 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:15:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,10.3,5348.42,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,KR	0	20:40:48.146	Core 1	2026.03.01 23:15:00   [GoldEA] [TREND(CT)] SELL check: price=5348.42 atr=10.30 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:20:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,11.02,5347.57,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,QQ	0	20:40:48.146	Core 1	2026.03.01 23:20:00   [GoldEA] [TREND] BUY check: price=5347.57 atr=11.02 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:20:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,11.02,5347.57,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,LM	0	20:40:48.146	Core 1	2026.03.01 23:20:00   [GoldEA] [TREND(CT)] SELL check: price=5347.57 atr=11.02 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:25:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,11.56,5351.32,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,EE	0	20:40:48.146	Core 1	2026.03.01 23:25:00   [GoldEA] [TREND] BUY check: price=5351.32 atr=11.56 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:25:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,11.56,5351.32,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,PI	0	20:40:48.146	Core 1	2026.03.01 23:25:00   [GoldEA] [TREND(CT)] SELL check: price=5351.32 atr=11.56 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:30:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,11.84,5355.82,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,EI	0	20:40:48.146	Core 1	2026.03.01 23:30:00   [GoldEA] [TREND] BUY check: price=5355.82 atr=11.84 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:30:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,11.84,5355.82,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,HE	0	20:40:48.146	Core 1	2026.03.01 23:30:00   [GoldEA] [TREND(CT)] SELL check: price=5355.82 atr=11.84 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:35:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,12.65,5367.01,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,PL	0	20:40:48.146	Core 1	2026.03.01 23:35:00   [GoldEA] [TREND] BUY check: price=5367.01 atr=12.65 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:35:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,12.65,5367.01,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,EQ	0	20:40:48.146	Core 1	2026.03.01 23:35:00   [GoldEA] [TREND(CT)] SELL check: price=5367.01 atr=12.65 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:40:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,13.65,5376.71,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,PP	0	20:40:48.146	Core 1	2026.03.01 23:40:00   [GoldEA] [TREND] BUY check: price=5376.71 atr=13.65 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:40:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,13.65,5376.71,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,ML	0	20:40:48.146	Core 1	2026.03.01 23:40:00   [GoldEA] [TREND(CT)] SELL check: price=5376.71 atr=13.65 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:45:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,14.88,5382.06,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,ND	0	20:40:48.146	Core 1	2026.03.01 23:45:00   [GoldEA] [TREND] BUY check: price=5382.06 atr=14.88 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:45:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,14.88,5382.06,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,GH	0	20:40:48.146	Core 1	2026.03.01 23:45:00   [GoldEA] [TREND(CT)] SELL check: price=5382.06 atr=14.88 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:50:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,15.1,5387.22,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,KH	0	20:40:48.146	Core 1	2026.03.01 23:50:00   [GoldEA] [TREND] BUY check: price=5387.22 atr=15.10 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:50:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,15.1,5387.22,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,RD	0	20:40:48.146	Core 1	2026.03.01 23:50:00   [GoldEA] [TREND(CT)] SELL check: price=5387.22 atr=15.10 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:55:00,Off Session,,20260325.log,SIGNAL_CHECK,BUY,TREND,20.0,15.33,5389.11,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,QO	0	20:40:48.146	Core 1	2026.03.01 23:55:00   [GoldEA] [TREND] BUY check: price=5389.11 atr=15.33 score=20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.01 23:55:00,Off Session,,20260325.log,SIGNAL_CHECK,SELL,TREND(CT),-20.0,15.33,5389.11,,,SESSION_BLOCKED_LOW_SCORE,SKIPPED,,,,,DP	0	20:40:48.146	Core 1	2026.03.01 23:55:00   [GoldEA] [TREND(CT)] SELL check: price=5389.11 atr=15.33 score=-20 reason=SESSION_BLOCKED_LOW_SCORE
M5,2026.03.02 00:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,15.7,5386.82,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KP	0	20:40:48.146	Core 1	2026.03.02 00:00:00   [GoldEA] [RANGE] BUY check: price=5386.82 atr=15.70 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,15.7,5386.82,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LN	0	20:40:48.146	Core 1	2026.03.02 00:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5386.82 atr=15.70 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.9,5376.77,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,PG	0	20:40:48.146	Core 1	2026.03.02 00:05:00   [GoldEA] [RANGE] BUY check: price=5376.77 atr=16.90 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:05:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,16.9,5376.77,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OJ	0	20:40:48.146	Core 1	2026.03.02 00:05:00   [GoldEA] [RANGE(CT)] SELL check: price=5376.77 atr=16.90 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:10:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,17.72,5367.95,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CK	0	20:40:48.146	Core 1	2026.03.02 00:10:00   [GoldEA] [RANGE] BUY check: price=5367.95 atr=17.72 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:10:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,17.72,5367.95,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DG	0	20:40:48.146	Core 1	2026.03.02 00:10:00   [GoldEA] [RANGE(CT)] SELL check: price=5367.95 atr=17.72 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:15:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,15.43,5376.11,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DN	0	20:40:48.146	Core 1	2026.03.02 00:15:00   [GoldEA] [RANGE] BUY check: price=5376.11 atr=15.43 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:15:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),14.0,15.43,5376.11,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CS	0	20:40:48.146	Core 1	2026.03.02 00:15:00   [GoldEA] [RANGE(CT)] SELL check: price=5376.11 atr=15.43 score=14 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:20:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.27,5360.25,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OR	0	20:40:48.146	Core 1	2026.03.02 00:20:00   [GoldEA] [RANGE] BUY check: price=5360.25 atr=14.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:20:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.27,5360.25,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KO	0	20:40:48.146	Core 1	2026.03.02 00:20:00   [GoldEA] [RANGE(CT)] SELL check: price=5360.25 atr=14.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:25:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.33,5363.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,GQ	0	20:40:48.146	Core 1	2026.03.02 00:25:00   [GoldEA] [RANGE] BUY check: price=5363.53 atr=14.33 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:25:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.33,5363.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,GK	0	20:40:48.146	Core 1	2026.03.02 00:25:00   [GoldEA] [RANGE(CT)] SELL check: price=5363.53 atr=14.33 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:30:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.24,5364.75,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NE	0	20:40:48.146	Core 1	2026.03.02 00:30:00   [GoldEA] [RANGE] BUY check: price=5364.75 atr=14.24 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:30:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.24,5364.75,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RF	0	20:40:48.146	Core 1	2026.03.02 00:30:00   [GoldEA] [RANGE(CT)] SELL check: price=5364.75 atr=14.24 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:35:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.41,5369.09,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DH	0	20:40:48.146	Core 1	2026.03.02 00:35:00   [GoldEA] [RANGE] BUY check: price=5369.09 atr=14.41 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:35:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.41,5369.09,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,LE	0	20:40:48.146	Core 1	2026.03.02 00:35:00   [GoldEA] [RANGE(CT)] SELL check: price=5369.09 atr=14.41 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:40:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.47,5372.28,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MO	0	20:40:48.146	Core 1	2026.03.02 00:40:00   [GoldEA] [RANGE] BUY check: price=5372.28 atr=14.47 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:40:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.47,5372.28,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QQ	0	20:40:48.146	Core 1	2026.03.02 00:40:00   [GoldEA] [RANGE(CT)] SELL check: price=5372.28 atr=14.47 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:45:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,14.07,5365.74,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QS	0	20:40:48.146	Core 1	2026.03.02 00:45:00   [GoldEA] [RANGE] BUY check: price=5365.74 atr=14.07 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:45:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,14.07,5365.74,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QL	0	20:40:48.146	Core 1	2026.03.02 00:45:00   [GoldEA] [RANGE(CT)] SELL check: price=5365.74 atr=14.07 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,13.27,5365.03,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DF	0	20:40:48.146	Core 1	2026.03.02 00:50:00   [GoldEA] [RANGE] BUY check: price=5365.03 atr=13.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,13.27,5365.03,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,HH	0	20:40:48.146	Core 1	2026.03.02 00:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5365.03 atr=13.27 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,56.0,13.58,5345.77,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,GI	0	20:40:48.146	Core 1	2026.03.02 00:55:00   [GoldEA] [RANGE] BUY check: price=5345.77 atr=13.58 score=56 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 00:55:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,13.58,5345.77,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,DG	0	20:40:48.146	Core 1	2026.03.02 00:55:00   [GoldEA] [RANGE(CT)] SELL check: price=5345.77 atr=13.58 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,13.63,5347.57,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,II	0	20:40:48.146	Core 1	2026.03.02 01:00:00   [GoldEA] [RANGE] BUY check: price=5347.57 atr=13.63 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,13.63,5347.57,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QR	0	20:40:48.146	Core 1	2026.03.02 01:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5347.57 atr=13.63 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,56.0,15.24,5329.9,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CO	0	20:40:48.146	Core 1	2026.03.02 01:05:00   [GoldEA] [RANGE] BUY check: price=5329.90 atr=15.24 score=56 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:05:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,15.24,5329.9,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,HN	0	20:40:48.146	Core 1	2026.03.02 01:05:00   [GoldEA] [RANGE(CT)] SELL check: price=5329.90 atr=15.24 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:10:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,56.0,15.63,5327.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QS	0	20:40:48.146	Core 1	2026.03.02 01:10:00   [GoldEA] [RANGE] BUY check: price=5327.53 atr=15.63 score=56 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:10:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,15.63,5327.53,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NM	0	20:40:48.146	Core 1	2026.03.02 01:10:00   [GoldEA] [RANGE(CT)] SELL check: price=5327.53 atr=15.63 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:15:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,15.4,5340.45,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,JG	0	20:40:48.146	Core 1	2026.03.02 01:15:00   [GoldEA] [RANGE] BUY check: price=5340.45 atr=15.40 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:15:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,15.4,5340.45,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,FI	0	20:40:48.146	Core 1	2026.03.02 01:15:00   [GoldEA] [RANGE(CT)] SELL check: price=5340.45 atr=15.40 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:20:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,15.32,5332.88,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MK	0	20:40:48.146	Core 1	2026.03.02 01:20:00   [GoldEA] [RANGE] BUY check: price=5332.88 atr=15.32 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:20:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,15.32,5332.88,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MD	0	20:40:48.146	Core 1	2026.03.02 01:20:00   [GoldEA] [RANGE(CT)] SELL check: price=5332.88 atr=15.32 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:25:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,15.82,5323.31,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KN	0	20:40:48.146	Core 1	2026.03.02 01:25:00   [GoldEA] [RANGE] BUY check: price=5323.31 atr=15.82 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:25:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,15.82,5323.31,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,OP	0	20:40:48.146	Core 1	2026.03.02 01:25:00   [GoldEA] [RANGE(CT)] SELL check: price=5323.31 atr=15.82 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:30:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,56.0,16.55,5307.91,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CQ	0	20:40:48.146	Core 1	2026.03.02 01:30:00   [GoldEA] [RANGE] BUY check: price=5307.91 atr=16.55 score=56 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:30:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.55,5307.91,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,HO	0	20:40:48.146	Core 1	2026.03.02 01:30:00   [GoldEA] [RANGE(CT)] SELL check: price=5307.91 atr=16.55 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:35:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.96,5325.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KQ	0	20:40:48.146	Core 1	2026.03.02 01:35:00   [GoldEA] [RANGE] BUY check: price=5325.89 atr=16.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:35:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.96,5325.89,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,CJ	0	20:40:48.146	Core 1	2026.03.02 01:35:00   [GoldEA] [RANGE(CT)] SELL check: price=5325.89 atr=16.96 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:40:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.88,5334.48,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,QD	0	20:40:48.146	Core 1	2026.03.02 01:40:00   [GoldEA] [RANGE] BUY check: price=5334.48 atr=16.88 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:40:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.88,5334.48,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,MF	0	20:40:48.146	Core 1	2026.03.02 01:40:00   [GoldEA] [RANGE(CT)] SELL check: price=5334.48 atr=16.88 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:45:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.65,5334.17,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KH	0	20:40:48.146	Core 1	2026.03.02 01:45:00   [GoldEA] [RANGE] BUY check: price=5334.17 atr=16.65 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:45:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.65,5334.17,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,KE	0	20:40:48.146	Core 1	2026.03.02 01:45:00   [GoldEA] [RANGE(CT)] SELL check: price=5334.17 atr=16.65 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:50:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.86,5331.21,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RO	0	20:40:48.146	Core 1	2026.03.02 01:50:00   [GoldEA] [RANGE] BUY check: price=5331.21 atr=16.86 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:50:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.86,5331.21,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NQ	0	20:40:48.146	Core 1	2026.03.02 01:50:00   [GoldEA] [RANGE(CT)] SELL check: price=5331.21 atr=16.86 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:55:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.91,5337.32,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,ES	0	20:40:48.146	Core 1	2026.03.02 01:55:00   [GoldEA] [RANGE] BUY check: price=5337.32 atr=16.91 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 01:55:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,16.91,5337.32,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,ML	0	20:40:48.146	Core 1	2026.03.02 01:55:00   [GoldEA] [RANGE(CT)] SELL check: price=5337.32 atr=16.91 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 02:00:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,17.66,5325.07,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NF	0	20:40:48.146	Core 1	2026.03.02 02:00:00   [GoldEA] [RANGE] BUY check: price=5325.07 atr=17.66 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 02:00:00,Asian,,20260325.log,SIGNAL_CHECK,SELL,RANGE(CT),0.0,17.66,5325.07,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,RK	0	20:40:48.146	Core 1	2026.03.02 02:00:00   [GoldEA] [RANGE(CT)] SELL check: price=5325.07 atr=17.66 score=0 reason=RANGE_PENALTY_REJECTION
M5,2026.03.02 02:05:00,Asian,,20260325.log,SIGNAL_CHECK,BUY,RANGE,0.0,16.87,5323.55,,,RANGE_PENALTY_REJECTION,SKIPPED,,,,,NE	0	20:40:48.146	Core 1	2026.03.02 02:05:00   [GoldEA] [RANGE] BUY check: price=5323.55 atr=16.87 score=0 reason=RANGE_PENALTY_REJECTION
